"no_of_shares","no_of_words_in_title","no_of_words_in_text","no_of_unique_words_in_text","no_of_links","no_of_images","no_of_videos","average_word_length"
801,9,816,0.463078847981,22,1,0,4.73406862745
956,9,198,0.651515148225,1,1,0,4.81818181818
951,12,286,0.567375884513,7,1,0,4.67132867133
4500,12,297,0.689285711824,10,1,0,5.0101010101
1700,11,348,0.594752184855,7,2,1,4.69252873563
2200,15,242,0.54716980874,6,0,1,4.00826446281
545,12,335,0.582317071395,7,2,0,4.88059701493
779,9,432,0.547393363632,2,1,2,4.65509259259
799,9,166,0.708074529764,8,1,0,4.90361445783
1500,10,437,0.527906975516,5,2,0,4.6819221968
1900,10,780,0.505167958004,14,2,0,5.05512820513
1600,8,142,0.744525542011,5,0,0,4.98591549296
847,13,207,0.641791041583,4,1,0,4.84541062802
1300,13,901,0.441441440944,6,3,1,4.7769145394
1500,12,282,0.593525177721,1,1,0,4.71631205674
3100,13,1124,0.426110607048,3,3,0,4.74555160142
871,14,501,0.541751526392,17,2,0,4.71856287425
1100,9,583,0.496527776916,9,1,0,4.79759862779
776,12,298,0.602076122484,15,1,1,5.17785234899
1500,13,616,0.510887771339,24,1,0,4.84577922078
899,13,258,0.623529409319,3,0,1,4.3992248062
1400,11,384,0.562666665166,6,1,1,4.63802083333
960,8,124,0.70731706742,4,0,2,4.42741935484
1600,13,836,0.437731195515,11,3,2,4.20215311005
3900,11,1066,0.330731706994,10,3,2,4.01969981238
1700,12,294,0.597938142275,17,2,0,5.41156462585
969,11,838,0.477629987331,6,2,0,4.83054892601
685,9,493,0.481876331595,11,2,0,4.81947261663
1200,8,719,0.487179486485,9,2,1,4.52294853964
77,7,969,0.437499999544,1,1,0,5.01444788442
2900,12,431,0.511961721263,12,0,0,5.12296983759
806,10,592,0.497427100347,17,1,0,4.67905405405
1500,9,760,0.479082320541,20,1,0,4.72236842105
650,14,432,0.549065419278,4,1,0,4.99305555556
2600,11,300,0.595959593953,8,1,1,4.95333333333
2100,10,271,0.561797750705,6,0,1,4.67527675277
67,10,460,0.516411377426,1,1,0,4.70434782609
4500,13,193,0.619791663439,2,1,0,5.04663212435
3100,11,235,0.535087716951,6,1,0,4.22553191489
4100,9,676,0.422322774627,21,1,2,4.51775147929
606,13,1050,0.461687681414,13,1,1,5.08666666667
1200,12,810,0.506866416346,4,2,1,4.94814814815
1500,11,421,0.574519229388,7,2,0,4.72921615202
690,14,1291,0.375295042978,2,1,0,4.99302865995
5000,12,539,0.512333964872,15,1,1,4.68460111317
1700,11,1024,0.464071855824,15,2,0,4.720703125
3200,11,194,0.64583332997,5,1,0,4.57731958763
1200,13,564,0.458866543951,6,1,0,5.01595744681
3600,12,999,0.473895581854,12,1,0,4.83083083083
1300,11,951,0.471957671458,15,1,0,5.3596214511
1400,13,401,0.585937498474,23,1,1,5
2800,13,187,0.664835161182,9,0,2,5.13368983957
975,9,627,0.516746410659,4,1,0,4.95853269537
1900,12,183,0.685082869143,4,0,2,4.49726775956
3800,14,124,0.770491796963,2,0,1,4.48387096774
2200,12,1305,0.420560747336,19,3,0,4.4091954023
728,9,185,0.633333329815,1,1,0,4.42162162162
1100,9,947,0.463022507542,3,2,0,4.84582893347
2700,11,747,0.470108695013,11,1,0,4.80722891566
1400,9,642,0.486529317771,9,1,0,4.82087227414
859,13,302,0.563333331456,3,1,1,5.15894039735
727,10,384,0.539682538255,3,1,0,4.77604166667
940,15,771,0.436507935931,7,1,0,4.62516212711
1800,11,278,0.587591238731,6,1,0,4.57913669065
843,9,425,0.53012048065,7,3,0,4.27764705882
711,13,448,0.53917050567,12,1,0,4.96651785714
860,12,1008,0.466531439689,13,1,1,4.90476190476
980,9,217,0.600938964315,3,1,1,4.78341013825
1100,10,1053,0.447619047193,1,2,0,4.35422602089
1900,12,541,0.499054819472,11,1,1,4.52125693161
1200,13,554,0.502772642324,1,2,0,4.69494584838
1400,10,946,0.479321314444,2,2,0,4.56236786469
1300,12,1029,0.406862744699,3,1,0,4.60835762877
1000,13,250,0.640167361338,2,1,0,4.068
3400,12,323,0.561056103759,11,1,0,4.69349845201
800,8,411,0.565432097369,8,2,0,4.83211678832
2100,13,504,0.568228104749,11,1,0,5.07936507937
1100,7,341,0.535294116073,7,2,0,4.53079178886
1900,9,194,0.652631575512,5,1,0,4.72680412371
1100,11,882,0.490104772421,14,1,0,4.68367346939
5500,7,1088,0.411929170166,23,1,1,4.77941176471
1100,11,354,0.591715974581,6,2,0,5.3418079096
864,15,361,0.552112674501,7,1,1,4.54570637119
2700,15,782,0.442455242401,12,1,0,4.5537084399
1500,14,226,0.537037034551,3,1,0,4.69469026549
1100,12,924,0.47304730421,10,2,0,4.93073593074
996,11,734,0.456431534638,16,1,1,4.92098092643
1100,14,256,0.551282048926,6,3,0,4.2421875
1000,11,765,0.463382156507,10,2,0,4.54640522876
2900,9,460,0.508771928709,1,3,1,4.46304347826
1700,11,184,0.71195651787,2,0,1,4.71739130435
986,10,155,0.611842101238,2,0,1,4.61935483871
2700,14,401,0.501272263356,5,3,0,4.52618453865
1500,10,389,0.585106381423,9,2,1,5.05398457584
1200,14,612,0.483552630784,9,1,0,4.46895424837
2400,8,550,0.597744359779,12,2,0,4.73818181818
1100,10,338,0.633136092801,3,0,1,4.47337278107
683,11,553,0.536448597128,6,2,0,4.84267631103
640,12,267,0.588679243062,5,2,0,4.734082397
1100,12,230,0.617924525387,6,2,0,4.3
1400,11,299,0.597315434237,3,1,1,4.74581939799
1100,13,283,0.587813617965,5,1,0,4.50176678445
589,13,388,0.552083331896,11,1,1,5.17268041237
573,12,918,0.429678847808,3,2,0,4.97494553377
773,12,1108,0.469406392265,14,1,0,5.09476534296
824,12,737,0.466850828084,13,1,1,4.45047489824
1400,12,642,0.507861634422,8,1,1,4.65109034268
2000,9,880,0.413752913271,13,1,1,4.38068181818
723,13,241,0.633333330694,5,0,2,4.84647302905
2600,12,526,0.545808965798,10,2,2,4.73574144487
565,8,295,0.594202896398,3,1,0,4.51186440678
2800,9,590,0.512864493117,14,3,0,4.70677966102
5400,8,805,0.491025640396,14,2,0,4.83105590062
1400,13,197,0.582010578931,3,0,2,4.2385786802
703,10,984,0.433922996427,13,2,0,4.82926829268
5500,11,279,0.639405202084,12,0,2,4.87455197133
2300,11,168,0.686746983815,10,1,1,4.48214285714
781,10,711,0.530670469999,21,2,0,4.99156118143
2100,13,169,0.715976327124,1,0,2,4.72781065089
722,14,206,0.69268292345,2,0,1,4.78155339806
1900,8,255,0.587999997648,3,2,0,4.30980392157
1700,7,216,0.618604648286,5,1,0,4.10648148148
2000,15,237,0.636752134031,3,1,1,4.37974683544
480,13,682,0.463126842975,4,1,0,4.84017595308
1100,9,534,0.510516251414,10,1,0,4.5468164794
700,11,660,0.49771689422,5,3,0,4.66666666667
566,10,343,0.574780056965,6,2,0,4.56268221574
1300,12,274,0.613026817575,2,1,0,4.31751824818
786,15,1289,0.405300077626,1,3,1,4.07292474787
1200,13,285,0.564393937256,8,1,0,4.15789473684
1200,10,297,0.63573882943,3,2,0,4.21885521886
1800,12,1139,0.452863435724,20,3,0,4.94907813872
2500,15,731,0.463380281037,12,1,0,4.56771545828
2000,11,316,0.478260867832,7,1,1,4.19936708861
702,11,316,0.595469253736,8,1,0,5.16772151899
291,13,213,0.695238091927,1,0,1,4.42253521127
5300,10,73,0.722222212191,2,1,1,4.24657534247
1100,13,157,0.662337658037,3,0,2,4.55414012739
1100,13,1019,0.430678465653,3,2,0,4.3532875368
2600,9,425,0.561403507365,4,2,0,4.11764705882
883,13,799,0.489743589116,10,3,0,4.79098873592
725,16,750,0.469879517443,12,1,0,4.67866666667
4400,8,1110,0.379654858874,15,1,1,4.22432432432
973,16,938,0.447598252786,8,1,0,4.71108742004
1200,9,395,0.520833331977,6,2,0,4.94936708861
1900,8,707,0.425685425071,11,1,0,4.83026874116
1000,7,165,0.697530859892,6,0,1,4.44848484848
1400,9,298,0.614035085565,7,1,0,4.64429530201
2600,14,293,0.557093423678,11,1,0,5.04778156997
4800,11,1001,0.461851474606,14,1,1,4.40959040959
2200,11,343,0.584775084482,18,1,1,4.25364431487
515,10,235,0.626126123306,6,1,0,4.88936170213
5500,10,375,0.55494505342,5,2,1,5.26666666667
2900,12,685,0.501470587498,8,3,2,4.35328467153
669,12,163,0.689440989507,2,1,0,4.41104294479
1200,12,581,0.499124342383,8,2,0,4.72461273666
847,12,139,0.702898545631,1,1,0,4.09352517986
544,13,361,0.559888577828,5,1,0,5.05817174515
539,11,382,0.597826085332,14,2,1,4.48167539267
1200,13,115,0.765765758867,3,0,2,4.52173913043
1200,15,322,0.520634918982,4,1,0,4.32608695652
695,14,633,0.487765088927,6,1,2,4.78515007899
1000,14,486,0.57916666546,9,1,0,5.01646090535
3700,16,290,0.616724736527,1,2,1,4.33793103448
3200,16,554,0.507326006397,2,1,0,4.55776173285
1900,9,393,0.556430444734,11,2,0,4.81679389313
1500,14,290,0.606382976573,3,1,0,4.64482758621
1900,11,661,0.527047912632,16,2,0,5.08925869894
1100,10,459,0.507658642215,1,1,0,4.7037037037
656,13,782,0.502583978679,5,2,1,4.88363171355
5300,11,272,0.565543069043,7,1,0,4.63970588235
1400,11,171,0.607142853529,5,1,1,4.29824561404
3400,10,213,0.625615760465,5,1,1,4.48356807512
996,9,531,0.497142856196,2,1,0,4.81544256121
48,8,479,0.523504272386,1,1,0,4.79540709812
606,12,261,0.59230769003,3,1,1,4.72030651341
1500,13,261,0.616279067379,5,1,1,4.27969348659
1400,13,875,0.434378628996,8,1,1,4.26971428571
2800,10,955,0.523809523255,3,3,1,4.71413612565
1600,10,511,0.53131313024,11,1,0,5.05283757339
4100,12,267,0.583999997664,9,1,0,4.26217228464
1900,12,373,0.495412842522,9,2,0,4.42091152815
1500,10,265,0.617760615375,5,0,1,4.54339622642
1900,11,316,0.558441556628,5,1,0,4.50632911392
755,10,529,0.530418249942,3,1,0,4.97353497164
1500,8,1411,0.336654804031,1,3,0,4.10347271439
2000,13,246,0.556910566842,2,1,0,4.17479674797
1000,10,691,0.481481480768,15,2,0,4.72937771346
776,13,280,0.537906135242,2,1,2,4.53214285714
1400,10,130,0.682170537348,5,2,1,4.5
532,10,360,0.50420167926,2,1,1,4.56666666667
745,11,260,0.714285711528,1,1,0,5.06153846154
1600,11,253,0.637096771625,2,1,0,4.79841897233
974,14,751,0.451398135218,2,2,0,4.83488681758
2000,13,229,0.552631576524,8,1,2,4.59825327511
2600,14,1210,0.38275862036,5,2,1,4.25041322314
1800,11,231,0.601010097975,7,1,0,4.22943722944
1500,6,223,0.643835613498,8,1,0,4.94170403587
574,11,311,0.633898302936,13,2,0,4.81350482315
865,14,165,0.714285709849,1,0,1,4.21212121212
872,10,286,0.624561401317,3,0,2,4.24825174825
3300,10,619,0.515497552177,2,3,0,5.05008077544
566,15,956,0.433901918514,4,2,0,4.54184100418
1000,12,281,0.58455882138,3,1,0,4.44483985765
1600,12,279,0.577060929831,4,1,0,4.89964157706
57,12,725,0.426981918739,4,2,0,4.59586206897
1100,13,437,0.582750581392,7,1,2,5.02288329519
884,12,376,0.589673911441,5,0,0,4.72872340426
3600,11,541,0.47495361693,9,2,1,4.97597042514
2000,14,157,0.679738557649,5,3,1,4.36305732484
2900,11,275,0.661764703449,4,2,0,5
1100,12,228,0.64444444158,4,2,0,5.00438596491
538,12,287,0.610108301047,7,1,1,4.91289198606
717,11,534,0.48106060515,1,1,1,4.91573033708
1400,8,294,0.641843969355,4,1,0,5.09523809524
1000,10,489,0.532224531118,3,1,0,4.80163599182
799,11,401,0.565326631745,6,1,0,4.79800498753
524,13,328,0.503124998428,3,1,0,4.80182926829
647,13,286,0.59782608479,1,1,0,4.41608391608
896,8,242,0.604166664149,3,0,2,4.42975206612
1300,12,303,0.511627905277,6,2,0,4.79207920792
2400,11,221,0.65454545157,5,0,1,4.78280542986
4200,12,380,0.558510636812,3,2,0,4.31315789474
2100,11,240,0.556521736711,6,1,1,4.5375
1200,11,103,0.784313717801,2,0,1,4.55339805825
1100,10,292,0.598566306098,7,1,0,4.7602739726
655,11,394,0.531806614423,3,1,2,4.76395939086
1900,11,1259,0.40557768892,14,2,0,4.46465448769
3300,11,453,0.533333332148,5,1,0,4.51655629139
2600,14,851,0.447400241297,15,2,0,4.91539365452
1500,10,243,0.576131684872,5,1,0,5.11934156379
921,9,348,0.587896251908,3,3,0,4.19827586207
913,11,704,0.496423461379,9,1,0,4.33664772727
4900,9,287,0.623693377618,5,2,1,4.82229965157
2000,8,197,0.664948450181,3,1,1,4.61421319797
1200,11,410,0.53300733366,5,0,1,5.26097560976
1400,12,1046,0.357142856798,10,1,0,4.54015296367
1300,15,414,0.555555554086,8,1,1,4.35507246377
1200,10,179,0.695906428679,6,1,0,4.75418994413
997,12,306,0.600660064024,1,1,0,4.67320261438
747,12,807,0.491844415945,5,2,1,4.94547707559
3100,10,408,0.563591021038,5,0,1,4.82352941176
1100,11,363,0.605187318141,21,1,2,5.28650137741
1900,10,580,0.508710800507,3,1,0,4.93965517241
1400,12,263,0.587786257299,2,0,1,4.68441064639
1300,13,788,0.497442454607,11,1,1,5.16751269036
1600,8,454,0.509009007863,4,2,0,4.62334801762
796,13,1002,0.495486458881,10,3,0,4.8123752495
578,10,505,0.533066131196,8,1,0,4.66732673267
1100,11,1065,0.459078080471,3,2,1,4.56056338028
802,10,516,0.481553397123,1,1,0,4.90697674419
619,14,460,0.581858405792,7,1,0,4.78043478261
1400,12,983,0.407867494402,21,2,2,4.61749745677
2600,13,1243,0.353796445595,9,0,1,4.44086886565
2200,16,418,0.545012164124,2,1,1,4.47607655502
2800,9,445,0.581395347485,8,2,0,4.93033707865
1500,10,194,0.6755319113,7,0,1,4.72164948454
1200,7,552,0.523364485003,11,1,0,4.99637681159
3200,7,203,0.638190951567,11,2,0,4.54679802956
2600,11,426,0.642180093265,5,1,0,4.44600938967
2000,10,394,0.557544755607,9,1,1,4.8807106599
744,12,509,0.50295857889,4,1,1,4.76817288802
1000,9,702,0.535662299075,16,1,2,4.83333333333
1500,16,956,0.413865545784,4,2,0,4.38284518828
2600,10,380,0.559888577828,14,1,0,4.88947368421
959,16,616,0.520325202406,3,1,0,4.99188311688
851,11,449,0.544419133156,4,1,0,4.73051224944
1100,12,736,0.481944443775,7,1,0,4.93342391304
1400,11,562,0.558823528385,7,1,1,4.87900355872
828,12,405,0.578680201577,3,1,0,4.78765432099
4200,13,127,0.753968247984,3,0,2,4.51181102362
1200,10,736,0.490331491035,21,1,1,4.47961956522
1200,9,1177,0.438356164008,7,1,0,4.3101104503
1300,12,374,0.526881719014,4,1,0,4.70588235294
833,12,203,0.6732673234,2,0,0,4.21674876847
1300,12,861,0.483909415395,24,1,1,4.88385598142
1200,11,633,0.485436892418,2,1,2,4.76461295419
1100,10,330,0.56134969153,4,1,0,4.8303030303
886,10,370,0.504178271576,7,1,0,4.70810810811
845,10,324,0.560747661805,4,1,0,4.82716049383
1500,11,906,0.416957026229,20,1,1,4.97240618102
3300,14,232,0.666666663743,3,0,2,4.97844827586
1400,12,548,0.54511278093,16,1,0,4.54744525547
2700,13,1176,0.494391716571,23,3,0,4.82823129252
2100,8,996,0.502016128526,24,2,0,4.54417670683
716,12,293,0.574912889983,1,2,0,4.70648464164
1100,9,299,0.554054052182,11,1,1,4.82274247492
1600,10,284,0.584837543015,7,1,1,4.42957746479
1700,10,738,0.477051459698,4,2,0,4.70731707317
907,9,398,0.549367087217,1,1,0,4.30904522613
1800,12,384,0.574931878542,18,2,0,4.95833333333
1700,15,312,0.632107021297,12,1,1,4.79487179487
3600,6,1364,0.407788390589,7,1,0,4.19281524927
1400,9,189,0.645161286854,7,1,1,4.75661375661
437,9,327,0.556249998262,2,1,0,4.87155963303
763,15,334,0.537459281637,3,1,1,4.33233532934
1500,12,517,0.526627217896,11,1,1,4.50676982592
1200,11,338,0.576923075216,2,1,0,5.07692307692
1100,11,406,0.640306120816,13,1,2,4.86206896552
1200,12,1370,0.371364652967,5,3,2,5.03722627737
1300,5,670,0.525423728004,15,3,2,4.85223880597
1600,11,1274,0.417341976971,10,1,2,4.9748822606
723,10,174,0.651162786912,5,0,2,4.3908045977
1300,11,220,0.59534883444,5,1,0,4.79090909091
1500,9,635,0.53398058166,22,2,2,5.03779527559
1900,15,336,0.609230767356,17,1,1,5.23511904762
1400,14,259,0.547244092334,7,1,0,4.54826254826
1600,12,664,0.486280487064,10,1,0,4.88253012048
2500,9,658,0.475535167469,11,2,0,4.40273556231
933,9,646,0.515576323184,12,2,0,5.00464396285
852,12,517,0.558282207447,2,2,0,4.59767891683
1300,7,124,0.677419349376,3,0,1,4.66129032258
998,6,734,0.491059146505,13,1,1,4.74114441417
1700,10,161,0.721518982775,2,0,2,4.55900621118
1900,7,339,0.541420116741,8,1,0,5.02949852507
2700,7,221,0.643518515539,1,2,0,4.74208144796
862,10,826,0.456441717231,12,1,0,4.31719128329
777,15,646,0.558544302914,1,3,0,4.82507739938
1400,11,355,0.606837605109,4,3,1,4.64507042254
1300,11,891,0.427251731608,10,1,0,4.6835016835
1400,10,184,0.64245809697,3,1,0,4.71739130435
1300,13,603,0.533333332444,13,1,0,4.98507462687
2400,9,296,0.615384613233,6,2,1,4.90540540541
2900,13,318,0.574675322809,4,1,2,4.57547169811
910,8,92,0.802197793382,3,1,0,4.70652173913
912,10,633,0.491883116085,4,1,0,4.89731437599
1100,13,371,0.590659339037,10,1,0,4.63881401617
2100,12,427,0.518779341505,9,2,1,4.85480093677
4900,10,546,0.526217227479,12,1,0,5.05494505495
1200,13,1042,0.411306042484,22,2,0,4.97696737044
732,9,318,0.595541399377,5,1,0,4.80817610063
1700,8,200,0.575129530699,5,0,2,4.15
2600,14,724,0.400284899715,5,1,1,4.83563535912
888,13,188,0.673913039816,2,1,0,4.26063829787
2400,12,355,0.586705200616,7,2,0,4.90422535211
1300,10,282,0.534296026952,6,1,1,4.13120567376
3400,11,430,0.551312647849,12,1,1,4.67674418605
793,13,324,0.549689439287,2,1,1,4.49691358025
527,10,857,0.491124259774,7,1,1,5.01400233372
1100,11,799,0.505076141491,8,1,0,4.94117647059
2900,11,263,0.583657585278,6,1,0,4.66920152091
893,13,310,0.565068491216,15,1,0,4.71935483871
1300,11,235,0.559405937825,5,1,0,4.30638297872
1400,12,282,0.627659572242,7,1,0,4.92553191489
1300,13,323,0.554517132229,2,1,0,4.64086687307
901,11,457,0.514541385874,8,1,1,4.81838074398
1000,15,801,0.481060605453,3,3,0,4.22347066167
1000,9,423,0.545918365954,6,1,0,4.73522458629
1100,9,200,0.548717945904,6,1,0,4.86
452,15,739,0.457417581789,4,2,1,4.86062246279
1900,12,389,0.535620051357,8,3,0,4.93573264781
1100,11,578,0.490401395305,1,1,0,4.80968858131
1100,16,414,0.531553396768,2,1,2,4.21497584541
380,12,713,0.433238635748,13,1,1,4.91584852735
1100,10,201,0.5599999972,6,1,1,4.34825870647
717,15,1042,0.461687681414,12,1,0,4.79462571977
895,16,266,0.583333331019,5,2,0,4.54135338346
1700,13,259,0.60956175056,5,2,0,4.98455598456
1000,12,539,0.472795496299,8,1,1,4.61966604824
563,11,369,0.544198893524,3,2,0,4.29539295393
1400,12,294,0.616438354053,2,1,0,4.46598639456
568,11,379,0.557333331847,2,1,0,4.26121372032
974,12,309,0.64026402429,2,1,1,4.65372168285
3300,9,826,0.454987833996,13,1,1,4.50121065375
1300,8,690,0.487407406685,23,1,0,4.64057971014
1000,7,291,0.634146339254,1,1,0,4.74226804124
657,7,307,0.550488597555,5,1,0,4.60586319218
1300,11,918,0.456830600594,10,2,0,4.98148148148
3500,11,283,0.619926196974,6,2,0,4.68197879859
780,7,296,0.646048107746,13,1,0,4.48986486486
849,7,283,0.619607840707,4,1,0,4.16607773852
864,12,147,0.717241374364,1,0,2,4.3537414966
1100,10,181,0.645714282024,6,1,0,4.33149171271
998,10,302,0.538720536907,4,1,1,4.77814569536
2100,11,353,0.601769909729,14,0,0,5.04249291785
1200,13,690,0.472913615706,25,1,0,5.05217391304
4400,9,898,0.387024608068,9,1,1,4.20824053452
546,12,257,0.627450977932,3,1,0,4.80544747082
3400,14,925,0.427789933886,12,2,0,4.72108108108
1400,15,336,0.597597595803,3,1,1,4.66964285714
1300,8,189,0.652406413623,4,0,2,4.33333333333
1300,12,425,0.528985505969,7,3,0,4.67058823529
1100,9,617,0.472222221451,11,1,0,5.10048622366
963,9,923,0.418859648664,1,1,0,4.57854821235
5200,9,713,0.439436619099,6,2,0,4.81626928471
940,11,284,0.647686830435,8,2,0,4.94718309859
2200,15,661,0.479326186096,7,1,2,4.8517397882
970,8,186,0.659459455895,1,1,2,5.19892473118
835,11,441,0.511627905787,3,2,0,4.57369614512
1500,9,350,0.523809522251,5,1,1,4.41428571429
1200,11,427,0.536470586973,6,1,1,4.42388758782
987,9,207,0.642512074191,1,0,1,4.40096618357
1100,15,414,0.58518518374,12,1,0,4.75120772947
1100,12,252,0.621399174398,3,1,0,4.65476190476
634,10,399,0.525125626821,4,1,1,4.59649122807
2700,14,990,0.451481102705,11,1,0,4.85858585859
1100,13,474,0.552401745519,13,1,0,4.83544303797
375,8,147,0.729166661603,3,1,0,5.06802721088
568,8,913,0.4460352418,10,1,0,4.90909090909
333,12,392,0.506459947012,7,1,0,4.85969387755
1200,12,617,0.484552844741,6,3,0,4.86061588331
1200,5,726,0.438297871719,15,1,0,4.97658402204
2000,11,332,0.596923075086,8,3,1,4.53915662651
1100,15,487,0.520576130616,3,1,0,4.19301848049
841,10,198,0.664974615914,2,1,1,4.83838383838
1700,14,540,0.527001861216,2,1,1,4.59259259259
1200,9,135,0.757575751837,2,0,2,4.39259259259
933,9,390,0.545454544038,8,1,0,5.01794871795
755,9,180,0.634831457108,5,0,1,4.52777777778
1900,13,302,0.584717606031,9,1,0,5.00331125828
2300,10,471,0.478260868526,10,1,0,4.85350318471
1400,11,232,0.61643835335,5,0,1,4.81034482759
1400,15,290,0.545454543547,6,3,0,4.2724137931
1400,9,224,0.609090906322,6,1,1,4.94196428571
1000,13,244,0.670781890244,1,0,1,4.51639344262
1500,10,198,0.728205124471,2,1,0,4.67171717172
1300,9,174,0.650602405719,1,1,0,4.77586206897
893,8,368,0.589041094277,8,1,0,5.00543478261
950,9,613,0.517412934465,14,1,0,5.12887438825
869,9,227,0.577092508471,1,3,0,4.47136563877
2600,9,173,0.660606056602,5,2,0,4.50289017341
878,13,517,0.499021525442,5,1,0,4.63249516441
1600,13,472,0.516129031148,7,1,0,4.84322033898
603,10,777,0.451570680037,3,2,1,4.62162162162
1400,14,352,0.565476188793,16,1,0,4.43465909091
650,13,477,0.580086578831,11,1,0,5.25576519916
1700,7,479,0.490526314757,7,3,0,4.92901878914
962,8,718,0.470505617317,10,1,0,5.11699164345
1100,13,515,0.514734773056,7,3,1,4.4640776699
863,11,241,0.612765954839,2,1,0,4.47717842324
1200,9,184,0.664835161182,5,1,1,4.48369565217
880,16,316,0.617834392937,4,2,0,4.35759493671
1400,8,327,0.578947366629,9,1,1,4.87155963303
738,10,1185,0.472434265927,1,2,1,4.3611814346
1200,11,245,0.645569617529,8,1,1,4.4693877551
2100,11,792,0.514248703997,13,3,1,4.91792929293
1700,11,255,0.606299210211,4,0,1,4.6431372549
828,11,412,0.638613859805,6,2,0,4.97330097087
1200,11,686,0.483630951661,16,1,1,4.73032069971
3000,12,197,0.60416666352,0,1,0,5.18781725888
609,11,258,0.590551178777,5,2,1,4.42635658915
2300,9,277,0.576642333662,8,2,0,4.89530685921
1000,9,215,0.593457941152,5,0,1,4.49302325581
805,12,471,0.536796535635,7,1,0,4.85350318471
2100,11,921,0.475717438769,21,1,2,4.86102062975
1300,11,236,0.633620686924,1,1,0,4.92796610169
1600,15,946,0.483014861483,1,1,2,4.64164904863
1200,12,542,0.536900368013,7,2,1,4.9889298893
947,9,460,0.520787745031,1,0,0,4.24782608696
2900,9,1117,0.424434388756,16,3,0,4.73589973142
1400,13,206,0.700980388721,4,1,0,4.58737864078
1100,13,193,0.680628268688,3,0,2,4.31088082902
1700,13,343,0.573573571851,10,0,1,4.52186588921
1100,12,1237,0.365182185939,5,2,1,4.14389652385
553,13,383,0.633245380915,5,1,2,5.13315926893
1700,8,159,0.679245278747,1,1,0,4.93710691824
1500,14,567,0.529307281475,5,0,1,4.57671957672
2300,13,664,0.49609984322,4,3,0,4.54819277108
3700,8,94,0.739130426749,3,0,1,4.90425531915
1200,13,730,0.493741306685,6,1,2,4.98356164384
1400,11,437,0.535377357228,10,2,0,4.61327231121
875,14,920,0.500553709302,15,2,1,4.57717391304
1600,7,142,0.742857137551,3,0,2,4.80985915493
1200,6,307,0.524590162214,5,1,0,4.69055374593
801,13,581,0.526132403265,3,2,1,4.35111876076
2900,8,555,0.470270269423,7,1,1,4.56216216216
3600,8,402,0.529999998675,7,1,0,4.70895522388
1100,8,69,0.794117635381,0,0,1,5
723,11,368,0.558333331782,7,1,1,5.01630434783
688,13,176,0.676136359795,1,1,0,4.64204545455
1300,11,259,0.620155036356,9,1,0,5.11196911197
1300,9,150,0.673611106433,1,1,0,4.97333333333
2300,12,386,0.535433069461,7,1,0,4.83937823834
2700,10,470,0.559652927202,14,2,0,4.93617021277
1200,12,587,0.483870966875,2,1,0,4.50766609881
1200,11,296,0.616949150451,6,1,0,4.875
2200,12,476,0.536324785179,9,1,0,4.76260504202
2600,8,848,0.45486935813,6,1,0,4.69103773585
3000,11,215,0.584112146803,2,1,1,4.6976744186
1300,10,406,0.544776118048,4,2,0,4.84729064039
1800,10,213,0.596153843288,6,1,0,4.32863849765
985,11,916,0.464523281081,11,2,0,4.75327510917
483,11,476,0.535331904635,10,1,2,4.88865546218
1400,14,447,0.528089886454,4,1,1,4.4384787472
1300,14,250,0.584362137513,6,1,1,4.332
1200,11,485,0.507337525142,1,1,0,4.99587628866
2600,8,123,0.698275856049,8,0,1,4.34146341463
2600,9,477,0.545647557228,5,2,0,4.84696016771
1300,11,651,0.440677965423,7,1,0,4.64362519201
458,9,296,0.593856653263,2,1,1,5.00675675676
1300,11,234,0.62820512552,5,0,2,4.58974358974
1400,10,234,0.600877190347,8,1,0,4.73076923077
1500,13,184,0.656050951235,4,2,0,4.22826086957
1100,13,650,0.461300308883,7,1,2,4.68923076923
1500,12,332,0.554179564848,8,1,0,4.89156626506
1600,13,384,0.539682538255,4,2,0,4.90625
1700,8,357,0.576271184813,1,1,0,4.65826330532
1100,10,1059,0.501930501446,3,1,0,4.96694995279
719,12,1138,0.441818181417,3,1,0,4.55184534271
1200,9,668,0.490881458221,10,2,0,4.93562874251
1200,8,220,0.649769582259,6,1,0,4.94545454545
1100,11,956,0.439957491562,3,1,0,4.84205020921
1000,14,312,0.613636361644,6,2,0,4.70512820513
2000,13,199,0.666666663024,5,1,1,4.20603015075
1200,11,618,0.490998362535,4,1,0,4.83980582524
2100,15,769,0.461890243198,7,1,0,4.61508452536
3700,11,1060,0.415869980482,18,2,0,4.84905660377
1600,9,289,0.594405592327,5,1,1,4.88235294118
1000,10,871,0.345475910287,10,1,0,4.82433983927
3300,8,375,0.596730243606,11,1,1,4.86933333333
1300,11,722,0.479166666001,12,1,0,4.92797783934
895,10,127,0.700787396057,1,0,0,4.13385826772
2000,10,277,0.623134326033,7,2,0,5.12274368231
1700,12,294,0.547703178277,7,1,0,4.68367346939
1300,14,562,0.467272726423,14,1,0,4.82384341637
962,7,1183,0.411311053632,3,3,0,4.82163989856
859,10,312,0.615131576924,7,0,1,5.05448717949
1700,10,547,0.559772294953,12,1,0,4.4113345521
1500,11,460,0.551886791151,25,1,0,4.73260869565
4300,6,873,0.452655888623,8,1,0,4.63917525773
1100,11,215,0.61722487743,3,1,0,4.78604651163
1300,10,534,0.442344044532,10,3,0,4.92883895131
